Brand,Model,Series,Thickness,Dimensions (WxDxH),Weight,Colors,Operating System,Operating System Type,Display Size,Display Resolution,Pixel Density,Display Type,Display Features,Display Touchscreen,Processor,Clock-speed,Chipset,Cache,Graphic Processor,Capacity,RAM Type,RAM Speed,Memory Slots,Memory Layout,SSD Capacity,SSD Type,Battery Cell,Battery Type,Power Supply,Wireless LAN,Wi-Fi Version,Bluetooth,Bluetooth Version,Other Networking Options,HDMI Ports,USB 2.0 slots,SD Card Reader,Ethernet ports,Headphone Jack,Microphone Jack,Web-cam,Video Recording,Audio Solution,Speakers,Sound Technologies,In-built Microphone,Microphone Type,Pointing device,Keyboard,Fingerprint scanner,Face Recognition,Warranty,Sales Package,Refresh Rate,Brightness,Graphics Memory,Expandable Memory,Thunderbolt Port,VGA Port,Backlit Keyboard,HDD Capacity,HDD Speed(RPM),HDD Type,USB 3.0 slots,Secondary cam(Rear-facing),Lockport,Battery Life,USB Type C,Battery Capacity,Aspect Ratio,Number of Cores,SSD Interface,Fast Charging Support,market_status,Price (Rs)
HP,430 G8 (364C5PA),ProBook,15.9 Millimeter thickness (Slim),306 x 208 x 15.9  mm,1.28 Kg weight (Light-weight),Pike Silver,Windows 10 Professional,64-bit,13.3 Inches (33.78 cm),1366 x 768 Pixels,118 ppi,LED,Diagonal HD Narrow Bezel Anti-glare Display (250 nits   45% NTSC),No,Intel Core i5-1135G7 (11th Gen),4.2 Ghz,,8 MB,Intel Iris X,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,512 GB,,3 Cell,Li-Ion,45 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader (3-in-1),1.0,,Yes,1.0,Yes,Yes,Yes,720p HD,,Stereo Speakers,,,Dual Array Digital Microphone,Touchpad with Multi-touch Gesture Support,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,,,,,1.0,,,,,,Out of Stock,86000.0
Lenovo,E14 (20RAS15200),Thinkpad,18.9 Millimeter thickness,325 x 232 x 18.9  mm,1.69 Kg weight,Black,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-10510U (10th Gen),1.8 Ghz,,8 MB,Intel UHD,16 GB,DDR4,2666 Mhz,1,1x16 Gigabyte,256 GB,,3 Cell,Li-Ion,45 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,,1.0,1.0,,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,1 TB,5400 RPM,SATA,2.0,No,,,1.0,,,,,,Out of Stock,78790.0
Asus,X515JP-EJ701TS,Vivobook,19 Millimeter thickness,360 x 234 x 19  mm,1.8 Kg weight,Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-1065G7 (10th Gen),1.3 Ghz,,8 MB,NVIDIA GeForce MX330,8 GB,DDR4,,1,1x8 Gigabyte,512 GB,,2 Cell,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,4.0,Multi-Format SD media card reader,1.0,2.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,Sonic Master,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,,,,,1.0,No,,,1.0,,,,,,Out of Stock,70928.0
Asus,FX505DT-HN457T,TUF,26.8 Millimeter thickness,360.4 x 262 x 26.8  mm,2.2 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,AMD Quad Core Ryzen 7 3750H,2.3 Ghz,,4 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,2400 Mhz,2,2x4 Gigabyte,256 GB,,4 Cell,Li-Ion,48 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD media card reader,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,32 GB,,,"Yes, Gaming Backlit Keyboard",1 TB,5400 RPM,SATA,2.0,No,,,1.0,,,,,,Out of Stock,78990.0
Asus,GU502LU-AZ114T,ROG Zephyrus M15,19.9 Millimeter thickness,360 x 252 x 19.9  mm,1.9 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,Intel HM470,12 MB,NVIDIA Geforce GTX 1660 Ti,16 GB,DDR4,,1,1x16 Gigabyte,1 TB,,4 Cell,Li-Po,230 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,3.0,,1.0,Yes,Yes,,,,Built-in Speakers,Smart Amp Technology,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,6 GB,,,,"Yes, Gaming Backlit Keyboard",,,,1.0,,,,1.0,,,,,,Out of Stock,130000.0
Lenovo,X1 Yoga (20SAS02T00),,16 Millimeter thickness,323 x 218 x 16  mm,1.36 Kg weight (Light-weight),Black,Windows 10 Professional,64-bit,14 Inches (35.56 cm),2560 x 1440 Pixels,210 ppi,LED,WQHD LED Backlit IPS Touch Screen Display,Yes,Intel Core i7-10510U (10th Gen),1.8 Ghz,,8 MB,Intel UHD 620,16 GB,LPDDR3,,1,1x16 Gigabyte,512 GB,,4 Cell,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,5.0,,,,Yes,,Yes,Yes,Yes,720p HD,,Stereo Speakers,,Yes,Internal Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,2.0,No,,,,,,,,,Out of Stock,206000.0
Dell,15 3505 (D560389WIN9SL),Inspiron 15,20 Millimeter thickness,364 x 249 x 20  mm,1.96 Kg weight,Soft Mint,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,AMD Dual Core Ryzen 3 3250U,2.6 Ghz,,4 MB,AMD Radeon Vega 3,8 GB,DDR4,2400 Mhz,2,2x8 Gigabyte,256 GB,,3 Cell,Li-Ion,42 W AC Adapter W,802.11 b/g/n,4.0,Yes,4.1,Multi-Format SD media card reader (4-in-1),1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,Waves Maxx Audio,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,2.0,No,,,,,,,,,Out of Stock,36490.0
Lenovo,E490 (20N8S0WD00),Thinkpad,22.4 Millimeter thickness,361 x 247.5 x 22.4  mm,1.75 Kg weight,Black,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit Anti-glare Display,No,Intel Core i5-8265U (8th Gen),1.6 Ghz,,6 MB,Intel UHD 620,8 GB,DDR4,2133 Mhz,1,1x8 Gigabyte,,,2 Cell,Li-Ion,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD media card reader,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Dual Array Digital Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,1 TB,5400 RPM,SATA,2.0,No,,,,,,,,,Out of Stock,60647.0
Asus,M515DA-EJ511T,VivoBook 15,19 Millimeter thickness,360 x 235 x 19  mm,1.9 Kg weight,Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display,No,AMD Quad Core Ryzen 5 3500U,2.1 Ghz,,4 MB,AMD Radeon Vega 8,8 GB,DDR4,,1,1x8 Gigabyte,512 GB,,2 Cell,Li-Ion,37 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.0,Multi-Format SD media card reader,1.0,2.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,Sonic Master,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,12 GB,,,,,,,1.0,No,,,1.0,,,,,,Out of Stock,43757.0
Asus,GX502LXS-HF050T,ROG Zephyrus S15,18.9 Millimeter thickness,360 x 252 x 18.9  mm,1.9 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit IPS Display with G-Sync (300 nits Brightness   72% NTSC Color Gamut   3 ms Response Time (G2G) 178/178 Viewing Angle   1000:1 Contrast Ratio   100% sRGB   75.36% Adobe   Pantone Validated),No,Intel Core i7-10875H (10th Gen),2.3 Ghz,Intel HM470,16 MB,NVIDIA GeForce RTX 2080 Super with Max-Q Design,16 GB,DDR4,3200 Mhz,1,1x16 Gigabyte,1 TB,,4 Cell,Li-Po,240 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,3.0,,1.0,Yes,Yes,,,,Built-in Speakers,Smart Amp Technology,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",300 Hz,,8 GB,,,,"Yes, Gaming Backlit Keyboard",,,,2.0,,,,1.0,,,,,,Out of Stock,155990.0
Asus,G512LI-HN179T,ROG Strix G15,25.8 Millimeter thickness,360 x 275 x 25.8  mm,2.3 Kg weight,Electro Punk,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit IPS-Level Display (250 nits Brightness   1:1000 Contrast Ratio   45% NTSC Color Gamut   67% sRGB   50% Adobe   170 Degree Viewing Angle),No,Intel Core i7-10750H (10th Gen),2.6 Ghz,,12 MB,NVIDIA GeForce GTX 1650 Ti,8 GB,DDR4,2933 Mhz,2,2x4 Gigabyte,1 TB,,3 Cell,Li-Po,150 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,1.0,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,4 GB,,,,"Yes, Gaming Backlit Keyboard",,,,3.0,No,,,1.0,,,,,,Out of Stock,86990.0
Asus,M515DA-EJ502TS,,19.9 Millimeter thickness,360 x 235 x 19.9  mm,1.8 Kg weight,Silver,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display,No,AMD Quad Core Ryzen 5 3500U,3.7 Ghz,,4 MB,AMD Radeon Vega 8,8 GB,DDR4,,1,1x8 Gigabyte,,,2 Cell,Li-Ion,,802.11 b/g/n,4.0,Yes,4.0,Multi-Format SD media card reader,1.0,2.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,1 TB,5400 RPM,SATA,1.0,No,,5 Hrs,1.0,,,,,,Out of Stock,43990.0
Asus,GU502LV-HC140T,ROG Zephyrus M15,19.9 Millimeter thickness,360 x 252 x 19.9  mm,1.9 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),3840 x 2160 Pixels,282 ppi,LED,4K UHD LED Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,Intel HM470,12 MB,NVIDIA GeForce RTX 2060,16 GB,DDR4,,1,1x16 Gigabyte,1 TB,,4 Cell,Li-Po,230 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,3.0,,1.0,Yes,Yes,,,,Built-in Speakers,Smart Amp Technology,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,6 GB,,,,"Yes, Gaming Backlit Keyboard",,,,1.0,,Yes,,1.0,,,,,,Out of Stock,109086.0
Asus,G712LU-EV002T,ROG Strix G17,26.2 Millimeter thickness,399 x 293 x 26.2  mm,3 Kg weight,Black,Windows 10 Home Basic,64-bit,17.3 Inches (43.94 cm),1920 x 1080 Pixels,127 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,Intel HM470,12 MB,NVIDIA Geforce GTX 1660 Ti,16 GB,DDR4,2933 Mhz,2,2x8 Gigabyte,1 TB,,4 Cell,Li-Ion,,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,1.0,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,Speaker with Smart AMP Technology,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,6 GB,,,,"Yes, Gaming Backlit Keyboard",,,,3.0,No,,,1.0,,,,,,Out of Stock,129990.0
Asus,G512LI-HN118T,ROG Strix G15,25.8 Millimeter thickness,360 x 275 x 25.8  mm,2.3 Kg weight,Electro Punk,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display (IPS level Panel   250nits Brightness   1:1000 Contrast   170 Viewing Angle   45% NTSC Color Gamut   67% SRGB),No,Intel Core i5-10300H (10th Gen),2.5 Ghz,Mobile Intel HM470 Express,8 MB,NVIDIA GeForce GTX 1650 Ti,8 GB,DDR4,2933 Mhz,2,2x4 Gigabyte,1 TB,,4 Cell,Li-Ion,150 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,1.0,Yes,Yes,,,,Dual Speakers,,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,32 GB,,,"Yes, Gaming Backlit Keyboard",,,,2.0,,,,1.0,,,,,,Out of Stock,78990.0
Asus,G512LU-HN182T,ROG Strix G15,25 Millimeter thickness,360 x 275 x 25  mm,3 Kg weight,Blue,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,,12 MB,NVIDIA Geforce GTX 1660 Ti,16 GB,DDR4,3200 Mhz,1,1x16 Gigabyte,1 TB,,3 Cell,Li-Po,,802.11 b/g/n/ax,6.0,Yes,5.0,,,,,,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,6 GB,,,,"Yes, Gaming Backlit Keyboard",,,,2.0,No,,,,,,,,,Out of Stock,101544.0
Asus,K413FA-EK583TS,VivoBook 14,17.9 Millimeter thickness,324.9 x 215 x 17.9  mm,1.4 Kg weight (Light-weight),Silver,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i5-10210U (10th Gen),1.6 Ghz,,6 MB,Intel UHD,8 GB,DDR4,2666 Mhz,1,1x8 Gigabyte,512 GB,,3 Cell,Li-Po,42 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD media card reader,1.0,2.0,Yes,,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,2.0,No,,,,,,,,,Out of Stock,61500.0
Lenovo,3 15IIL05 (81WE007VIN),Ideapad,19.9 Millimeter thickness,362.2 x 253.4 x 19.9  mm,1.85 Kg weight,Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit TN Display,No,Intel Core i3-1005G1 (10th Gen),1.2 Ghz,,4 MB,Intel UHD,4 GB,DDR4,2666 Mhz,1,1x4 Gigabyte,,,2 Cell,Li-Ion,35 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader (4-in-1),1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,Dolby Audio,Yes,Integrated Dual Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,1 TB,5400 RPM,SATA,2.0,No,,7.3 Hrs,,,,,,,Out of Stock,35740.0
Asus,G512LU-HN172T,ROG Strix G15,25.8 Millimeter thickness,360 x 275 x 25.8  mm,2.3 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,,12 MB,NVIDIA Geforce GTX 1660 Ti,16 GB,DDR4,3200 Mhz,1,1x16 Gigabyte,1 TB,,3 Cell,Li-Ion,,802.11 b/g/n/ax,6.0,Yes,5.0,,1.0,,,,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,6 GB,,,,"Yes, Gaming Backlit Keyboard",,,,1.0,No,,,1.0,,,,,,Out of Stock,112000.0
Asus,GA401II-BM129TS,ROG Zephyrus G14,20 Millimeter thickness,324 x 220 x 20  mm,1.6 Kg weight,Black,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,AMD Hexa Core Ryzen 7 4600HS,3.0 Ghz,,8 MB,NVIDIA GeForce GTX 1650 Ti,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,512 GB,,4 Cell,Li-Ion,76 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,,1.0,,,,Yes,Yes,Yes,720p HD,,Dual Speakers,Speaker Smart AMP Technology,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,,,,"Yes, Gaming Backlit Keyboard",,,,2.0,No,,,2.0,,,,,,Out of Stock,99992.0
Asus,K413FA-EK553TS,VivoBook 14,17.9 Millimeter thickness,324 x 215 x 17.9  mm,1.40 Kg weight (Light-weight),Indie Black,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit Anti-glare Display (200 nits Brightness   16:9 Aspect Ratio   45% NTSC Color Gamut   84% Screen-to-body Ratio),No,Intel Core i5-10210U (10th Gen),1.6 Ghz,,6 MB,Intel UHD,8 GB,DDR4,2666 Mhz,1,1x8 Gigabyte,512 GB,,3 Cell,Li-Ion,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD media card reader,1.0,2.0,Yes,,Yes,Yes,Yes,720p HD,Harman Kardon,Built-in Speakers,"Audio by ICEpower, Harman/Kardon Speakers",Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,"Yes, Backlit Chiclet Keyboard",,,,,No,,,1.0,,,,,,Out of Stock,63990.0
Asus,G512LI-HN095T,ROG Strix G15,24.9 Millimeter thickness,360.6 x 275.2 x 24.9  mm,3.5 Kg weight,Glacier Blue,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit IPS Display (250 nits Brightness   45% NTSC Color Gamut   16:9 Aspect Ratio   170 Degree Viewing Angle   1:1000 Contrast Ratio   67% sRGB   50% Adobe),No,Intel Core i5-10300H (10th Gen),2.5 Ghz,Intel HM470,8 MB,NVIDIA Geforce GTX 1650 Ti,8 GB,DDR4,3200 Mhz,2,2x4 Gigabyte,512 GB,,3 Cell,Li-Ion,150 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,1.0,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,4 GB,32 GB,,,"Yes, Gaming Backlit Keyboard",,,,3.0,No,,,1.0,,,,,,Out of Stock,76990.0
Lenovo,E490 (20N8001BUS),Thinkpad,20 Millimeter thickness,329 x 242 x 20  mm,1.75 Kg weight,Black,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit Display,No,Intel Core i7-8565U (8th Gen),1.8 Ghz,,8 MB,AMD Radeon RX 550X,8 GB,DDR4,2400 Mhz,1,1x8 Gigabyte,512 GB,,3 Cell,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader,1.0,,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,32 GB,,,,,,,2.0,No,,,,,,,,,Out of Stock,119000.0
HP,15s-GY0003AU (2D4F1PA),,19.9 Millimeter thickness,358 x 242 x 19.9  mm,1.76 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,HD WLED Backlit BrightView Micro-edge Display (220 nits Brightness   45% NTSC Color Gamut   101 PPI),No,AMD Dual Core Athlon 3020e,1.2 Ghz,,5 MB,AMD Radeon,4 GB,DDR4,2400 Mhz,1,1x4 Gigabyte,,,3 Cell,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD media card reader (3-in-1),1.0,,Yes,1.0,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,,Yes,Integrated Dual Array Digital Microphones,Touchpad with Multi-Touch Gestures Enabled,Full-size Jet Black Keyboard with Numeric Keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,16 GB,,,,1 TB,5400 RPM,SATA,,No,,12 Hrs,1.0,,,,,,Out of Stock,28500.0
Asus,G712LV-EV009T,ROG Strix G17,20 Millimeter thickness,320 x 210 x 20  mm,2.24 Kg weight,Black,Windows 10 Home Basic,64-bit,17.3 Inches (43.94 cm),1920 x 1080 Pixels,127 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,,12 MB,NVIDIA GeForce RTX 2060,16 GB,DDR4,,1,1x16 Gigabyte,1 TB,,4 Cell,Li-Ion,66 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,,1.0,,,,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,6 GB,,,,"Yes, Gaming Backlit Keyboard",,,,1.0,No,,,1.0,,,,,,Out of Stock,149000.0
Asus,G712LU-EV078T,ROG Strix G17,26.2 Millimeter thickness,399 x 293 x 26.2  mm,2.85 Kg weight,Blue,Windows 10 Home Basic,64-bit,17.3 Inches (43.94 cm),1920 x 1080 Pixels,127 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,,12 MB,NVIDIA GeForce GTX 1660 Ti,16 GB,DDR4,,2,2x8 Gigabyte,1 TB,,4 Cell,Li-Ion,66 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,,,,,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,6 GB,,,,"Yes, Gaming Backlit Keyboard",,,,1.0,,,,1.0,,,,,,Out of Stock,129990.0
Asus,G512LV-AZ161T,ROG Strix G15,25.8 Millimeter thickness,360 x 275 x 25.8  mm,2.20 Kg weight,Blue,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,,12 MB,NVIDIA GeForce RTX 2060,16 GB,DDR4,,1,1x16 Gigabyte,1 TB,,4 Cell,Li-Ion,,802.11 b/g/n/ax,6.0,Yes,5.0,,,,,,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,6 GB,,,,"Yes, Gaming Backlit Keyboard",,,,2.0,No,,,,,,,,,Out of Stock,129990.0
Lenovo,V15 (82C7001WIH),,19.9 Millimeter thickness,362.2 x 253.4 x 19.9  mm,1.85 Kg weight,Grey,DOS,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Anti-glare TN Display (220 nits Brightness   16:9 Aspect Ratio),No,AMD Dual Core Ryzen 3 3250U,2.6 Ghz,,5 MB,AMD Radeon,4 GB,DDR4,2400 Mhz,1,1x4 Gigabyte,,,2 Cell,Li-Ion,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader (4-in-1),1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,Dolby Audio,Yes,Integrated Dual Array Digital Microphones,Touchpad with Multi-Touch Gestures Enabled,Non English Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,12 GB,,,"Yes, Non Backlit English Keyboard",1 TB,5400 RPM,SATA,,No,,,,,,,,,Out of Stock,30990.0
